Poll	Date	Sample	MoE	Rep	Dem	Spread	State	Year	Senate	Final_Margin
Vox Populi (R)	5/14 - 5/15	707 RV	3.6	35	47	Shaheen +12	NH	2014	0	3.2
Vox Populi (R)	9/15 - 9/16	550 RV	4.2	43	47	Brown +4	NH	2014	0	3.2
UMass Lowell/7News	10/15 - 10/21	643 LV	4.5	46	49	Shaheen +3	NH	2014	0	3.2
UMass Amherst/WBZ	10/10 - 10/15	322 LV	6.6	45	48	Shaheen +3	NH	2014	0	3.2
Suffolk/Boston Herald*	6/14 - 6/18	800 LV	3.5	39	49	Shaheen +10	NH	2014	0	3.2
Suffolk/Boston Herald	2/27 - 3/5	800 LV	3.5	39	52	Shaheen +13	NH	2014	0	3.2
Suffolk/Boston Herald	10/16 - 10/19	500 LV	4.4	46	49	Shaheen +3	NH	2014	0	3.2
RCP Average	10/27 - 11/3	--	--	48	48.8	Shaheen +0.8	NH	2014	0	3.2
Rasmussen Reports	10/29 - 10/30	940 LV	3	45	52	Shaheen +7	NH	2014	0	3.2
Rasmussen Reports	3/12 - 3/13	750 LV	4	41	50	Shaheen +9	NH	2014	0	3.2
Rasmussen Reports	9/10 - 9/11	750 LV	4	42	48	Shaheen +6	NH	2014	0	3.2
Purple Strategies	1/21 - 1/23	1052 LV	3	44	44	Tie	NH	2014	0	3.2
PPP (D)	11/1 - 11/3	1690 LV	2.4	48	50	Shaheen +2	NH	2014	0	3.2
PPP (D)	9/13 - 9/16	1038 RV	3	44	48	Shaheen +4	NH	2014	0	3.2
PPP (D)	1/9 - 1/12	1354 RV	2.7	43	46	Shaheen +3	NH	2014	0	3.2
New England College	5/2 - 5/5	807 RV	3.3	35	54	Shaheen +19	NH	2014	0	3.2
New England College	9/10 - 9/11	630 LV	4	40	51	Shaheen +11	NH	2014	0	3.2
New England College	9/19 - 9/20	1494 LV	2.5	43	50	Shaheen +7	NH	2014	0	3.2
New England College	10/3 - 10/3	1286 LV	2.7	46	49	Shaheen +3	NH	2014	0	3.2
New England College	10/31 - 11/1	1526 LV	2.5	49	48	Brown +1	NH	2014	0	3.2
New England College	9/26 - 9/26	1331 LV	2.7	47	47	Tie	NH	2014	0	3.2
New England College	10/24 - 10/24	1132 LV	2.9	48	47	Brown +1	NH	2014	0	3.2
New England College	10/16 - 10/16	921 LV	3.2	48	47	Brown +1	NH	2014	0	3.2
New England College	10/9 - 10/9	1081 LV	3	48	47	Brown +1	NH	2014	0	3.2
NBC News/Marist	7/7 - 7/13	1342 RV	2.7	42	50	Shaheen +8	NH	2014	0	3.2
High Point/SurveyUSA	10/4 - 10/8	824 LV	3.5	46	48	Shaheen +2	NH	2014	0	3.2
Final Results	--	--	--	48.4	51.6	Shaheen +3.2	NH	2014	0	3.2
Dartmouth	4/22 - 4/25	433 RV	4.7	30	44	Shaheen +14	NH	2014	0	3.2
Dartmouth	4/21 - 4/25	412 RV	4.8	36	39	Shaheen +3	NH	2014	0	3.2
CNN/Opinion Research	10/18 - 10/21	645 LV	4	47	49	Shaheen +2	NH	2014	0	3.2
CNN/Opinion Research	9/8 - 9/11	735 LV	3.5	48	48	Tie	NH	2014	0	3.2
CEA/Hickman Analytics (D)	4/24 - 4/30	400 LV	4.9	43	49	Shaheen +6	NH	2014	0	3.2
CBS News/NYT/YouGov	7/5 - 7/24	LV	2.9	42	52	Shaheen +10	NH	2014	0	3.2
CBS News/NYT/YouGov	9/20 - 10/1	1260 LV	3	41	48	Shaheen +7	NH	2014	0	3.2
CBS News/NYT/YouGov	8/18 - 9/2	1159 LV	4	41	47	Shaheen +6	NH	2014	0	3.2
CBS News/NYT/YouGov	10/16 - 10/23	1042 LV	4	41	46	Shaheen +5	NH	2014	0	3.2
ARG	9/27 - 9/29	600 LV	4	43	53	Shaheen +10	NH	2014	0	3.2
ARG	9/12 - 9/15	LV	--	45	50	Shaheen +5	NH	2014	0	3.2
ARG	6/14 - 6/18	540 RV	4.2	38	50	Shaheen +12	NH	2014	0	3.2
ARG	3/13 - 3/16	533 RV	4.2	38	50	Shaheen +12	NH	2014	0	3.2
ARG	10/27 - 10/29	600 LV	4	49	49	Tie	NH	2014	0	3.2
ARG	10/19 - 10/22	600 LV	4	48	49	Shaheen +1	NH	2014	0	3.2
ARG	12/13 - 12/16	549 RV	4.2	38	48	Shaheen +10	NH	2014	0	3.2
RCP Average	5/14 - 10/23	--	--	55	32	Sasse +23.0	NE	2014	0	33.7
Rasmussen Reports	5/14 - 5/15	750 LV	4	51	34	Sasse +17	NE	2014	0	33.7
Rasmussen Reports	4/7 - 4/8	750 LV	4	52	27	Sasse +25	NE	2014	0	33.7
Final Results	--	--	--	64.8	31.1	Sasse +33.7	NE	2014	0	33.7
CBS News/NYT/YouGov	7/5 - 7/24	LV	4.4	58	35	Sasse +23	NE	2014	0	33.7
CBS News/NYT/YouGov	9/20 - 10/1	721 LV	4	58	31	Sasse +27	NE	2014	0	33.7
CBS News/NYT/YouGov	10/16 - 10/23	681 LV	5	59	30	Sasse +29	NE	2014	0	33.7
CBS News/NYT/YouGov	8/18 - 9/2	987 LV	4	56	30	Sasse +26	NE	2014	0	33.7
YouGov*	10/25 - 10/31	1727 LV	3	41	44	Hagan +3	NC	2014	0	1.7
USA Today/Suffolk*	10/4 - 10/7	500 LV	4.4	45	47	Hagan +2	NC	2014	0	1.7
USA Today/Suffolk*	8/16 - 8/19	500 LV	4.4	43	45	Hagan +2	NC	2014	0	1.7
SurveyUSA/Civitas (R)	9/9 - 9/10	490 LV	4.5	46	47	Hagan +1	NC	2014	0	1.7
SurveyUSA*	10/16 - 10/20	568 LV	4.2	43	46	Hagan +3	NC	2014	0	1.7
SurveyUSA	10/9 - 10/12	554 LV	4.2	46	45	Tillis +1	NC	2014	0	1.7
SurveyUSA	3/27 - 3/31	1489 LV	2.6	46	45	Tillis +1	NC	2014	0	1.7
RCP Average	10/19 - 11/3	--	--	44	45.2	Hagan +1.2	NC	2014	0	1.7
Rasmussen Reports	10/6 - 10/7	970 LV	3	46	48	Hagan +2	NC	2014	0	1.7
Rasmussen Reports	10/28 - 10/29	982 LV	3	46	47	Hagan +1	NC	2014	0	1.7
Rasmussen Reports	9/8 - 9/10	1000 LV	4	39	45	Hagan +6	NC	2014	0	1.7
Rasmussen Reports	5/7 - 5/8	750 LV	4	45	44	Tillis +1	NC	2014	0	1.7
Rasmussen Reports	1/22 - 1/23	500 LV	4.5	47	40	Tillis +7	NC	2014	0	1.7
Rasmussen Reports	8/5 - 8/6	750 LV	4	45	40	Tillis +5	NC	2014	0	1.7
PPP (D)	9/6 - 9/9	600 RV	4	36	51	Hagan +15	NC	2014	0	1.7
PPP (D)	3/7 - 3/10	611 RV	4	36	50	Hagan +14	NC	2014	0	1.7
PPP (D)	7/12 - 7/14	600 RV	4	38	49	Hagan +11	NC	2014	0	1.7
PPP (D)	4/11 - 4/14	601 RV	4	39	49	Hagan +10	NC	2014	0	1.7
PPP (D)	5/17 - 5/20	500 RV	4.4	41	48	Hagan +7	NC	2014	0	1.7
PPP (D)	11/1 - 11/3	1333 LV	2.7	46	48	Hagan +2	NC	2014	0	1.7
PPP (D)	12/6 - 12/9	578 RV	4.1	38	48	Hagan +10	NC	2014	0	1.7
PPP (D)	8/8 - 8/11	600 RV	4	39	47	Hagan +8	NC	2014	0	1.7
PPP (D)	10/16 - 10/18	780 LV	3.5	44	47	Hagan +3	NC	2014	0	1.7
PPP (D)	1/10 - 1/13	608 RV	4	37	47	Hagan +10	NC	2014	0	1.7
PPP (D)	2/7 - 2/10	600 RV	4	38	46	Hagan +8	NC	2014	0	1.7
PPP (D)	9/11 - 9/14	1266 LV	2.8	42	46	Hagan +4	NC	2014	0	1.7
PPP (D)	6/12 - 6/14	500 RV	4.4	40	45	Hagan +5	NC	2014	0	1.7
PPP (D)	3/6 - 3/9	884 RV	3.3	43	45	Hagan +2	NC	2014	0	1.7
PPP (D)	12/5 - 12/8	1281 RV	2.7	42	44	Hagan +2	NC	2014	0	1.7
PPP (D)	11/8 - 11/11	701 RV	3.7	42	44	Hagan +2	NC	2014	0	1.7
PPP (D)	4/3 - 4/6	740 RV	3.6	41	43	Hagan +2	NC	2014	0	1.7
PPP (D)	8/14 - 8/17	865 LV	3.4	42	43	Hagan +1	NC	2014	0	1.7
PPP (D)	1/9 - 1/12	1384 RV	2.6	43	42	Tillis +1	NC	2014	0	1.7
PPP (D)	6/12 - 6/15	1076 RV	3	38	42	Hagan +4	NC	2014	0	1.7
PPP (D)	7/17 - 7/20	1062 RV	3	39	42	Hagan +3	NC	2014	0	1.7
PPP (D)	5/9 - 5/11	877 RV	3.3	41	41	Tie	NC	2014	0	1.7
PPP (D)	2/6 - 2/9	708 RV	3.7	42	40	Tillis +2	NC	2014	0	1.7
NY Times/Kaiser	4/8 - 4/15	900 RV	4	40	42	Hagan +2	NC	2014	0	1.7
NBC News/Marist*	9/27 - 10/1	665 LV	3.8	40	44	Hagan +4	NC	2014	0	1.7
NBC News/Marist*	10/19 - 10/23	756 LV	3.6	43	43	Tie	NC	2014	0	1.7
Magellan Strategies (R)	6/5 - 6/8	700 LV	3.7	46	47	Hagan +1	NC	2014	0	1.7
Magellan Strategies (R)	4/14 - 4/15	804 LV	3.5	43	43	Tie	NC	2014	0	1.7
High Point/SurveyUSA*	10/21 - 10/25	802 LV	3.5	44	44	Tie	NC	2014	0	1.7
High Point*	9/13 - 9/18	410 LV	5	40	42	Hagan +2	NC	2014	0	1.7
High Point*	9/30 - 10/9	584 LV	4.1	40	40	Tie	NC	2014	0	1.7
Harper (R)	10/28 - 10/30	511 LV	4.3	48	45	Tillis +3	NC	2014	0	1.7
FOX News*	10/28 - 10/30	909 LV	3	42	43	Hagan +1	NC	2014	0	1.7
FOX News*	9/14 - 9/16	605 LV	4	36	41	Hagan +5	NC	2014	0	1.7
Final Results	--	--	--	49	47.3	Tillis +1.7	NC	2014	0	1.7
Elon University	10/21 - 10/25	687 LV	3.7	41	45	Hagan +4	NC	2014	0	1.7
Elon University	9/5 - 9/9	629 LV	3.9	41	45	Hagan +4	NC	2014	0	1.7
CNN/Opinion Research*	10/27 - 10/30	559 LV	4	46	48	Hagan +2	NC	2014	0	1.7
CNN/Opinion Research*	9/22 - 9/25	595 LV	4	43	46	Hagan +3	NC	2014	0	1.7
Civitas (R)	9/25 - 9/28	600 RV	4	43	50	Hagan +7	NC	2014	0	1.7
Civitas (R)	6/18 - 6/22	600 RV	4	46	48	Hagan +2	NC	2014	0	1.7
Civitas (R)	7/28 - 7/29	600 RV	4	47	46	Tillis +1	NC	2014	0	1.7
Civitas (R)	10/29 - 10/30	600 LV	4	43	45	Hagan +2	NC	2014	0	1.7
Civitas (R)	10/15 - 10/18	600 RV	4	44	44	Tie	NC	2014	0	1.7
Civitas (R)	5/20 - 5/22	600 RV	4	48	43	Tillis +5	NC	2014	0	1.7
CEA/Hickman Analytics (D)	2/17 - 2/20	400 LV	4.9	41	45	Hagan +4	NC	2014	0	1.7
CBS News/NYT/YouGov*	9/20 - 10/1	2002 LV	3	45	46	Hagan +1	NC	2014	0	1.7
CBS News/NYT/YouGov*	10/16 - 10/23	1910 LV	4	41	44	Hagan +3	NC	2014	0	1.7
CBS News/NYT/YouGov*	8/18 - 9/2	2059 LV	3	43	42	Tillis +1	NC	2014	0	1.7
CBS News/NYT/YouGov	7/5 - 7/24	LV	3.5	48	47	Tillis +1	NC	2014	0	1.7
American Insights (R)	9/5 - 9/10	459 LV	4.6	40	50	Hagan +10	NC	2014	0	1.7
American Insights (R)	2/11 - 2/15	611 RV	4	35	38	Hagan +3	NC	2014	0	1.7
RCP Average	6/25 - 10/23	--	--	45.7	29.3	Cochran +16.4	MS	2014	0	23
Rasmussen Reports	6/25 - 6/26	750 LV	4	46	34	Cochran +12	MS	2014	0	23
Rasmussen Reports	3/26 - 3/29	750 LV	4	48	31	Cochran +17	MS	2014	0	23
PPP (D)	11/15 - 11/17	502 RV	4.4	50	33	Cochran +17	MS	2014	0	23
PPP (D)	7/10 - 7/13	691 RV	3.7	41	26	Cochran +15	MS	2014	0	23
Final Results	--	--	--	60.4	37.4	Cochran +23.0	MS	2014	0	23
CBS News/NYT/YouGov	9/20 - 10/1	826 LV	4	46	35	Cochran +11	MS	2014	0	23
CBS News/NYT/YouGov	7/5 - 7/24	LV	5.7	47	33	Cochran +14	MS	2014	0	23
CBS News/NYT/YouGov	8/18 - 9/2	976 LV	4	46	31	Cochran +15	MS	2014	0	23
CBS News/NYT/YouGov	10/16 - 10/23	654 LV	7	50	28	Cochran +22	MS	2014	0	23
Suffolk*	4/24 - 4/28	800 LV	3.5	29	44	Franken +15	MN	2014	0	10.3
Star Tribune/Mason-Dixon*	9/8 - 9/10	800 LV	3.5	36	49	Franken +13	MN	2014	0	10.3
Star Tribune/Mason-Dixon*	10/20 - 10/22	800 LV	3.5	39	48	Franken +9	MN	2014	0	10.3
RCP Average	10/16 - 10/30	--	--	40	50	Franken +10.0	MN	2014	0	10.3
RCP Average	8/18 - 10/23	--	--	52.7	34.7	Daines +18.0	MN	2014	0	10.3
Rasmussen Reports	8/13 - 8/14	750 LV	4	42	50	Franken +8	MN	2014	0	10.3
Rasmussen Reports	9/29 - 9/30	750 LV	4	41	49	Franken +8	MN	2014	0	10.3
Rasmussen Reports	8/18 - 8/19	750 LV	4	55	35	Daines +20	MN	2014	0	10.3
PPP (D)	5/17 - 5/19	712 RV	3.7	36	51	Franken +15	MN	2014	0	10.3
PPP (D)	6/12 - 6/15	633 RV	3.9	38	49	Franken +11	MN	2014	0	10.3
PPP (D)	10/27 - 10/29	895 RV	3.3	38	49	Franken +11	MN	2014	0	10.3
MSU-Billings	10/6 - 10/11	410 LV	5	47	31	Daines +16	MN	2014	0	10.3
KSTP/SurveyUSA*	9/30 - 10/2	577 LV	4.1	37	55	Franken +18	MN	2014	0	10.3
KSTP/SurveyUSA*	10/14 - 10/16	597 LV	4.1	38	53	Franken +15	MN	2014	0	10.3
KSTP/SurveyUSA*	8/19 - 8/21	600 LV	4.1	42	51	Franken +9	MN	2014	0	10.3
KSTP/SurveyUSA*	10/27 - 10/30	596 LV	4.1	40	51	Franken +11	MN	2014	0	10.3
KSTP/SurveyUSA*	6/5 - 6/9	1017 LV	3.1	42	48	Franken +6	MN	2014	0	10.3
KSTP/SurveyUSA	2/25 - 2/27	545 RV	4.3	40	50	Franken +10	MN	2014	0	10.3
Final Results	--	--	--	42.9	53.2	Franken +10.3	MN	2014	0	10.3
Final Results	--	--	--	57.9	40	Daines +17.9	MN	2014	0	17.9
CBS News/NYT/YouGov	7/5 - 7/24	LV	2	41	55	Franken +14	MN	2014	0	17.9
CBS News/NYT/YouGov	10/16 - 10/23	2430 LV	3	41	51	Franken +10	MN	2014	0	17.9
CBS News/NYT/YouGov	8/18 - 9/2	3607 LV	2	41	49	Franken +8	MN	2014	0	17.9
CBS News/NYT/YouGov	9/20 - 10/1	2562 LV	2	42	49	Franken +7	MN	2014	0	17.9
CBS News/NYT/YouGov	10/16 - 10/23	497 LV	6	56	38	Daines +18	MN	2014	0	17.9
CBS News/NYT/YouGov	8/18 - 9/2	684 LV	5	53	35	Daines +18	MN	2014	0	17.9
CBS News/NYT/YouGov	9/20 - 10/1	549 LV	5	55	34	Daines +21	MN	2014	0	17.9
WeAskAmerica*	9/18 - 9/19	1182 LV	3	39	42	Peters +3	MI	2014	0	13.2
Vanguard/Denno Research (D)	9/11 - 9/13	600 LV	4	38	45	Peters +7	MI	2014	0	13.2
Vanguard/Denno Research (D)	7/9 - 7/11	600 LV	4	37	40	Peters +3	MI	2014	0	13.2
USA Today/Suffolk*	9/6 - 9/10	500 LV	4.4	37	46	Peters +9	MI	2014	0	13.2
Target-Insyght/MIRS	9/22 - 9/24	600 LV	4	38	48	Peters +10	MI	2014	0	13.2
RCP Average	10/20 - 11/2	--	--	37.6	50.4	Peters +12.8	MI	2014	0	13.2
Rasmussen Reports	10/20 - 10/22	1000 LV	3	42	51	Peters +9	MI	2014	0	13.2
Rasmussen Reports	7/28 - 7/29	750 LV	4	39	45	Peters +6	MI	2014	0	13.2
Rasmussen Reports	9/17 - 9/18	750 LV	4	39	41	Peters +2	MI	2014	0	13.2
Rasmussen Reports	1/14 - 1/15	500 LV	4.5	37	35	Land +2	MI	2014	0	13.2
PPP (D)*	11/1 - 11/2	914 LV	3.2	38	51	Peters +13	MI	2014	0	13.2
PPP (D)	9/4 - 9/7	687 LV	3.7	40	45	Peters +5	MI	2014	0	13.2
PPP (D)	6/26 - 6/29	578 RV	4.1	36	41	Peters +5	MI	2014	0	13.2
PPP (D)	4/3 - 4/6	825 RV	3.4	36	41	Peters +5	MI	2014	0	13.2
PPP (D)	5/30 - 6/2	697 RV	3.7	36	41	Peters +5	MI	2014	0	13.2
PPP (D)	12/5 - 12/8	1034 RV	3	42	40	Land +2	MI	2014	0	13.2
NBC News/Marist	7/7 - 7/10	870 RV	3.3	37	43	Peters +6	MI	2014	0	13.2
MRG (R)	7/26 - 7/30	600 LV	4	40	47	Peters +7	MI	2014	0	13.2
MRG (R)	9/30 - 10/1	600 LV	4	36	47	Peters +11	MI	2014	0	13.2
MRG (R)	3/24 - 3/28	600 LV	4.1	40	38	Land +2	MI	2014	0	13.2
Mitchell Research*	9/14 - 9/14	829 LV	3.4	41	43	Peters +2	MI	2014	0	13.2
Mitchell Research	8/27 - 8/27	1004 LV	3.1	44	46	Peters +2	MI	2014	0	13.2
Mitchell Research	6/6 - 6/6	961 LV	3.2	42	45	Peters +3	MI	2014	0	13.2
Mitchell Research	8/5 - 8/5	626 LV	5	44	45	Peters +1	MI	2014	0	13.2
Mitchell Research	7/7 - 7/17	600 LV	4	38	43	Peters +5	MI	2014	0	13.2
Mitchell Research	4/9 - 4/9	1460 LV	2.6	44	38	Land +6	MI	2014	0	13.2
Mitchell Research	3/19 - 3/21	571 LV	4.1	32	33	Peters +1	MI	2014	0	13.2
Magellan Strategies (R)*	9/14 - 9/15	717 LV	3.7	40	45	Peters +5	MI	2014	0	13.2
Magellan Strategies (R)	6/5 - 6/8	753 LV	3.6	41	50	Peters +9	MI	2014	0	13.2
Magellan Strategies (R)	4/14 - 4/15	875 LV	3.3	41	46	Peters +5	MI	2014	0	13.2
LE&A/Denno Research (D)	3/9 - 3/10	600 LV	4	37	40	Peters +3	MI	2014	0	13.2
LE&A/Denno Research (D)	7/23 - 7/24	600 LV	4	39	39	Tie	MI	2014	0	13.2
LE&A/Denno Research (D)	11/12 - 11/14	600 LV	4	36	37	Peters +1	MI	2014	0	13.2
Inside Michigan Politics	10/29 - 10/29	794 LV	4	38	43	Peters +5	MI	2014	0	13.2
Harper (R)	8/4 - 8/5	549 LV	4.2	44	45	Peters +1	MI	2014	0	13.2
Harper (R)	1/7 - 1/8	1004 LV	3.1	44	36	Land +8	MI	2014	0	13.2
Harper (R)	3/9 - 3/10	1744 LV	2.4	29	21	Land +8	MI	2014	0	13.2
FOX 2 Detroit/Mitchell*	10/27 - 10/27	1159 LV	2.9	38	52	Peters +14	MI	2014	0	13.2
FOX 2 Detroit/Mitchell*	11/2 - 11/2	1224 LV	2.8	40	52	Peters +12	MI	2014	0	13.2
FOX 2 Detroit/Mitchell*	10/19 - 10/19	919 LV	3.2	38	51	Peters +13	MI	2014	0	13.2
FOX 2 Detroit/Mitchell*	10/12 - 10/12	1340 LV	2.7	39	50	Peters +11	MI	2014	0	13.2
FOX 2 Detroit/Mitchell*	9/29 - 9/29	1178 LV	2.9	36	49	Peters +13	MI	2014	0	13.2
FOX 2 Detroit/Mitchell*	10/9 - 10/9	1306 LV	2.7	43	48	Peters +5	MI	2014	0	13.2
Final Results	--	--	--	41.4	54.6	Peters +13.2	MI	2014	0	13.2
EPIC-MRA*	9/25 - 9/29	600 LV	4	33	42	Peters +9	MI	2014	0	13.2
EPIC-MRA	10/26 - 10/28	600 LV	4	35	50	Peters +15	MI	2014	0	13.2
EPIC-MRA	7/12 - 7/15	600 LV	4	36	45	Peters +9	MI	2014	0	13.2
EPIC-MRA	8/22 - 8/25	600 LV	4	39	45	Peters +6	MI	2014	0	13.2
EPIC-MRA	10/17 - 10/19	600 LV	4	34	45	Peters +11	MI	2014	0	13.2
EPIC-MRA	5/17 - 5/20	600 LV	4	38	44	Peters +6	MI	2014	0	13.2
EPIC-MRA	9/7 - 9/10	600 LV	4	37	38	Peters +1	MI	2014	0	13.2
EPIC-MRA	2/5 - 2/11	600 LV	4	41	38	Land +3	MI	2014	0	13.2
Detroit News*	10/22 - 10/24	600 LV	4	33	48	Peters +15	MI	2014	0	13.2
Detroit News*	10/2 - 10/4	600 LV	4	35	44	Peters +9	MI	2014	0	13.2
Detroit News	9/3 - 9/5	600 LV	4	37	47	Peters +10	MI	2014	0	13.2
Detroit News	5/20 - 5/22	600 LV	4	35	40	Peters +5	MI	2014	0	13.2
CEA/Hickman Analytics (D)	4/24 - 4/30	502 LV	4.4	37	42	Peters +5	MI	2014	0	13.2
CBS News/NYT/YouGov	10/16 - 10/23	2394 LV	3	41	49	Peters +8	MI	2014	0	13.2
CBS News/NYT/YouGov	7/5 - 7/24	LV	2.8	48	47	Land +1	MI	2014	0	13.2
CBS News/NYT/YouGov	9/20 - 10/1	2560 LV	2	41	46	Peters +5	MI	2014	0	13.2
CBS News/NYT/YouGov	8/18 - 9/2	2897 LV	3	43	42	Land +1	MI	2014	0	13.2
RCP Average	10/15 - 11/2	--	--	61.4	32.2	Collins +29.2	ME	2014	0	37
Rasmussen Reports	9/3 - 9/4	750 LV	4	59	31	Collins +28	ME	2014	0	37
Rasmussen Reports	4/23 - 4/25	830 LV	3	60	24	Collins +36	ME	2014	0	37
PPP (D)	11/8 - 11/11	964 RV	3.2	59	20	Collins +39	ME	2014	0	37
Portland Press Herald	10/15 - 10/21	667 LV	3.8	65	30	Collins +35	ME	2014	0	37
Portland Press Herald	9/18 - 9/25	482 LV	4.4	59	29	Collins +30	ME	2014	0	37
Portland Press Herald	6/12 - 6/18	527 LV	4.3	72	17	Collins +55	ME	2014	0	37
Pan Atlantic SMS	10/15 - 10/21	400 LV	4.9	67	27	Collins +40	ME	2014	0	37
Pan Atlantic SMS	9/23 - 9/29	400 LV	4.9	68	25	Collins +43	ME	2014	0	37
MPRC (D)	10/31 - 11/2	906 LV	3.3	57	37	Collins +20	ME	2014	0	37
Final Results	--	--	--	68.5	31.5	Collins +37.0	ME	2014	0	37
CBS News/NYT/YouGov	10/16 - 10/23	1177 LV	5	54	35	Collins +19	ME	2014	0	37
CBS News/NYT/YouGov	9/20 - 10/1	1531 LV	3	57	33	Collins +24	ME	2014	0	37
CBS News/NYT/YouGov	7/5 - 7/24	LV	2.7	65	29	Collins +36	ME	2014	0	37
CBS News/NYT/YouGov	8/18 - 9/2	1202 LV	4	58	26	Collins +32	ME	2014	0	37
Bangor Daily News/Ipsos*	10/6 - 10/12	540 LV	4.8	56	31	Collins +25	ME	2014	0	37
Bangor Daily News/Ipsos	10/23 - 10/29	488 LV	5.1	64	32	Collins +32	ME	2014	0	37
Western NE University	9/20 - 9/28	416 LV	5	34	56	Markey +22	MA	2014	0	24
Western NE University	10/21 - 10/30	430 LV	5	34	54	Markey +20	MA	2014	0	24
WBUR/MassINC	9/16 - 9/21	502 LV	4.4	30	58	Markey +28	MA	2014	0	24
WBUR/MassINC	10/22 - 10/25	494 LV	4.4	32	57	Markey +25	MA	2014	0	24
WBUR/MassINC	10/1 - 10/4	504 LV	4.4	30	56	Markey +26	MA	2014	0	24
UMass Amherst/WBZ	10/20 - 10/27	591 LV	4.5	37	53	Markey +16	MA	2014	0	24
Suffolk/Boston Herald	9/25 - 9/28	500 LV	4.4	30	54	Markey +24	MA	2014	0	24
Suffolk/Boston Herald	10/27 - 10/29	500 LV	4.4	34	49	Markey +15	MA	2014	0	24
RCP Average	10/20 - 11/1	--	--	35	53	Markey +18.0	MA	2014	0	24
Rasmussen Reports	9/16 - 9/17	750 LV	4	31	49	Markey +18	MA	2014	0	24
PPP (D)	10/30 - 11/1	887 LV	3.3	38	52	Markey +14	MA	2014	0	24
Final Results	--	--	--	38	62	Markey +24.0	MA	2014	0	24
CBS News/NYT/YouGov	7/5 - 7/24	LV	4.9	34	61	Markey +27	MA	2014	0	24
CBS News/NYT/YouGov	9/20 - 10/1	2389 LV	2	31	54	Markey +23	MA	2014	0	24
CBS News/NYT/YouGov	10/16 - 10/23	2218 LV	3	32	54	Markey +22	MA	2014	0	24
Boston Globe	9/14 - 9/16	407 LV	4.9	27	53	Markey +26	MA	2014	0	24
WPA Research (R)	11/24 - 11/25	500 LV	4.4	57	33	Cassidy +24	LA	2014	0	11.9
WAFB/FOX8/Raycom	10/14 - 10/19	605 RV	4	43	40	Cassidy +3	LA	2014	0	11.9
Vox Populi (R)	11/16 - 11/17	761 LV	3.6	53	42	Cassidy +11	LA	2014	0	11.9
USA Today/Suffolk	10/23 - 10/26	500 LV	4.4	48	41	Cassidy +7	LA	2014	0	11.9
University of New Orleans	10/11 - 10/24	292 LV	--	51	43	Cassidy +8	LA	2014	0	11.9
RCP Average	11/20 - 12/4	--	--	57	36.8	Cassidy +20.2	LA	2014	0	11.9
Rasmussen Reports	7/8 - 7/9	750 LV	4	43	46	Landrieu +3	LA	2014	0	11.9
Rasmussen Reports	10/22 - 10/23	988 LV	3	50	46	Cassidy +4	LA	2014	0	11.9
Rasmussen Reports	10/13 - 10/14	965 LV	3	52	43	Cassidy +9	LA	2014	0	11.9
Rasmussen Reports	9/2 - 9/3	800 LV	4	44	41	Cassidy +3	LA	2014	0	11.9
Rasmussen Reports	11/16 - 11/19	1000 LV	3	56	41	Cassidy +15	LA	2014	0	11.9
Rasmussen Reports	1/28 - 1/29	500 LV	4.5	44	40	Cassidy +4	LA	2014	0	11.9
Rasmussen Reports	12/2 - 12/4	1000 LV	3	56	40	Cassidy +16	LA	2014	0	11.9
PPP (D)	8/16 - 8/19	721 RV	3.6	40	50	Landrieu +10	LA	2014	0	11.9
PPP (D)	2/8 - 2/12	603 RV	4	40	50	Landrieu +10	LA	2014	0	11.9
PPP (D)	6/26 - 6/29	664 RV	3.8	47	47	Tie	LA	2014	0	11.9
PPP (D)	10/30 - 11/1	1003 LV	3.1	48	47	Cassidy +1	LA	2014	0	11.9
PPP (D)	2/6 - 2/9	635 RV	3.9	44	45	Landrieu +1	LA	2014	0	11.9
PPP (D)	9/25 - 9/28	1141 LV	2.9	48	45	Cassidy +3	LA	2014	0	11.9
NBC News/Marist	10/27 - 10/30	630 LV	3.9	50	45	Cassidy +5	LA	2014	0	11.9
Magellan Strategies (R)	6/5 - 6/8	719 LV	3.7	50	44	Cassidy +6	LA	2014	0	11.9
Magellan Strategies (R)	4/14 - 4/15	775 LV	3.5	44	42	Cassidy +2	LA	2014	0	11.9
JMC Analytics	11/20 - 11/20	754 LV	3.6	55	40	Cassidy +15	LA	2014	0	11.9
IWV/GEB International (R)	11/20 - 11/20	850 LV	3.4	60	34	Cassidy +26	LA	2014	0	11.9
Harper (R)	4/6 - 4/7	541 LV	4.2	41	46	Landrieu +5	LA	2014	0	11.9
Harper (R)	8/14 - 8/15	596 LV	4	47	45	Cassidy +2	LA	2014	0	11.9
Gravis Marketing	11/12 - 11/14	643 LV	4	59	38	Cassidy +21	LA	2014	0	11.9
FOX News	9/14 - 9/16	617 LV	4	51	38	Cassidy +13	LA	2014	0	11.9
Final Results	--	--	--	55.9	44	Cassidy +11.9	LA	2014	0	11.9
CNN/Opinion Research	9/22 - 9/25	610 LV	4	50	47	Cassidy +3	LA	2014	0	11.9
CEA/Hickman Analytics (D)	2/17 - 2/24	404 LV	4.9	46	42	Cassidy +4	LA	2014	0	11.9
